State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Total Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?,Record Date
AL,95,415,390-3565,no,no,0,194.6,114,33.08,61.7,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,False.,2020-10-24
MT,184,415,417-4810,no,no,0,236.4,73,40.19,76.98,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1,True.,2019-10-04
CT,74,408,384-3389,no,no,0,157.1,95,26.71,59.49,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,False.,2020-05-28
TN,67,415,414-9717,no,no,0,179.8,125,30.57,60.51,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,False.,2020-11-03
ID,104,415,357-1700,yes,no,0,148.2,108,25.19,53.58,161.8,113,13.75,259.3,103,11.67,11,4,2.97,0,False.,2020-01-05
TX,71,415,376-7207,no,yes,39,183.2,103,31.14,59.91,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,False.,2019-07-22
NH,149,415,368-7706,no,no,0,119.2,88,20.26,47.07,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,True.,2020-03-28
ND,154,408,346-4216,no,yes,35,224,102,38.08,64.33,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,False.,2020-08-22
SC,138,510,370-9533,no,yes,21,19.5,149,3.32,25.52,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,False.,2019-06-14
KS,117,415,372-1493,no,no,0,184.8,83,31.42,61.13,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,False.,2020-02-12
ME,130,408,387-6031,no,no,0,176.3,140,29.97,57.4,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1,False.,2020-01-11
RI,73,415,366-6248,no,no,0,241.7,115,41.09,66.05,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,False.,2020-01-20
WI,100,510,369-3756,no,yes,38,224.7,121,38.2,78.89,294,131,24.99,290,61,13.05,9.8,6,2.65,0,False.,2020-05-12
NC,149,510,363-1719,no,no,0,207.3,115,35.24,59.55,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,False.,2020-10-19
OH,29,408,402-6666,no,no,0,196.8,81,33.46,57.14,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,False.,2020-06-26
WY,131,510,408-9779,no,no,0,110.9,74,18.85,41.52,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,False.,2019-08-26
NJ,153,510,407-2441,no,no,0,122.5,145,20.83,55.12,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2,False.,2020-08-06
ND,84,510,384-5027,no,no,0,226.9,144,38.57,65.13,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,False.,2019-09-07
WI,133,510,380-3161,no,no,0,187,65,31.79,57.23,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2,False.,2019-07-29
KY,112,415,360-8135,no,no,0,170.5,113,28.99,56.89,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0,False.,2020-07-10
NY,87,415,399-5426,no,no,0,204.8,101,34.82,63.94,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0,False.,2019-09-30
MO,72,415,385-2564,no,no,0,165.9,114,28.2,60.94,235.9,97,20.05,210.1,120,9.45,12,5,3.24,2,False.,2020-07-11
AZ,66,510,337-8618,no,no,0,154,133,26.18,52.5,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,True.,2019-07-12
MN,65,510,354-8491,no,yes,29,158.1,104,26.88,66.12,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1,False.,2020-01-07
CO,74,415,394-6278,no,no,0,225.2,93,38.28,69.9,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,False.,2020-08-12
MD,116,408,405-2276,no,no,0,159.4,79,27.1,52.53,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,True.,2020-08-02
AR,68,510,376-1000,no,no,0,172.7,95,29.36,52.18,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,False.,2019-06-09
TN,68,415,397-1659,no,no,0,222.8,99,37.88,64.88,175.8,85,14.94,202,111,9.09,11,3,2.97,3,False.,2019-07-04
DE,54,415,379-3953,yes,no,0,214.1,77,36.4,68.07,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,False.,2019-06-13
TN,99,408,418-6512,no,no,0,54.8,92,9.32,34.84,173,103,14.71,195.1,125,8.78,7.5,3,2.03,1,False.,2020-03-30
WI,107,408,392-5296,no,no,0,134,104,22.78,53.58,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3,False.,2020-04-23
WV,124,510,355-3814,no,no,0,184.8,74,31.42,56.26,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,False.,2020-03-14
CT,95,415,375-2098,no,yes,36,283.1,112,48.13,87.29,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,False.,2020-05-27
MN,173,510,372-7990,no,no,0,291.8,143,49.61,77.3,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,True.,2020-04-17
MO,110,408,356-4558,no,no,0,222.7,94,37.86,60.17,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,False.,2020-03-06
VA,102,510,398-5788,no,no,0,174.5,79,29.67,64.27,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,False.,2019-06-08
NH,130,408,390-4003,no,no,0,68.4,86,11.63,38.59,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,False.,2020-04-01
OK,91,408,332-8103,no,yes,31,273,78,46.41,72.03,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,False.,2020-06-20
CT,64,415,406-9926,yes,no,0,225.3,134,38.3,58.45,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,True.,2020-05-28
TN,176,415,418-2402,no,yes,23,283.2,130,48.14,71.9,162.6,74,13.82,177.7,104,8,7.2,6,1.94,1,False.,2020-09-10
MD,93,510,384-3299,yes,no,0,131.4,78,22.34,51.02,219.7,106,18.67,155.7,103,7.01,11.1,2,3,1,True.,2019-09-18
WI,84,510,378-9090,no,yes,12,89.7,87,15.25,37.38,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,False.,2020-08-12
SD,138,510,350-6473,no,no,0,127.1,102,21.61,53.36,247.7,106,21.05,207.7,75,9.35,5,3,1.35,3,False.,2020-09-02
ND,101,415,379-4583,no,yes,28,105.9,132,18,53.24,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,False.,2019-11-10
VA,136,408,411-5078,no,no,0,142.3,79,24.19,47.23,158,113,13.43,177.5,75,7.99,6,11,1.62,2,False.,2020-01-11
UT,111,510,347-4982,no,no,0,191.3,80,32.52,57.09,138.5,94,11.77,246,107,11.07,6.4,3,1.73,2,False.,2019-12-31
MA,132,408,341-9274,no,yes,36,201.9,93,34.32,57.22,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,False.,2020-10-28
SD,128,415,353-7461,no,no,0,247.3,91,42.04,67.98,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,False.,2019-12-05
AL,92,408,371-7366,no,yes,38,242.2,96,41.17,66.59,159.7,144,13.57,210,108,9.45,8.9,1,2.4,1,False.,2020-05-28
AL,197,415,395-7923,yes,no,0,127.3,80,21.64,52.07,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,True.,2019-08-29
WV,191,408,351-8398,no,no,0,162,104,27.54,60.45,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False.,2020-07-15
SC,99,415,329-2204,no,yes,33,179.1,93,30.45,61.03,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,False.,2019-06-08
FL,106,415,407-7507,no,yes,31,197.4,125,33.56,52.57,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,False.,2020-01-25
KY,88,415,405-8075,no,no,0,148.2,82,25.19,63.75,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False.,2020-07-20
UT,78,415,390-9698,no,no,0,193.1,85,32.83,56.04,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,False.,2020-09-21
NY,98,408,403-4917,no,no,0,171.7,99,29.19,54.69,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,False.,2019-07-10
MS,17,408,391-6709,no,yes,35,198.5,123,33.75,68.39,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1,False.,2020-01-08
NH,56,415,389-5988,no,yes,24,121.7,87,20.69,51.76,184,76,15.64,266.6,98,12,12.7,3,3.43,1,False.,2020-10-24
VA,84,415,372-1534,no,no,0,130.2,105,22.13,63.28,278,60,23.63,305.4,74,13.74,14,6,3.78,2,False.,2019-09-24
VT,95,510,395-6369,no,no,0,203.4,96,34.58,60.4,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,False.,2020-09-29
WY,16,415,400-3197,no,no,0,174.7,83,29.7,64.14,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False.,2020-04-21
NV,76,510,377-4169,yes,no,0,241,120,40.97,73.25,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,True.,2020-02-07
WV,93,415,384-5343,no,no,0,141.7,95,24.09,55.85,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0,False.,2020-07-05
WA,83,408,338-4472,no,no,0,134.8,96,22.92,46.48,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,False.,2019-06-27
KS,123,415,332-2126,no,no,0,163.1,119,27.73,58.93,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1,False.,2019-09-30
VT,64,408,349-2157,no,no,0,145.5,116,24.74,58.85,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,False.,2019-06-23
OK,82,510,393-4823,no,no,0,329.8,73,56.07,88.66,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,True.,2020-01-16
GA,107,510,385-2683,no,no,0,194.5,97,33.07,60.36,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False.,2020-08-01
CO,110,510,345-8350,no,no,0,131.9,93,22.42,56.2,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,False.,2019-11-02
AK,96,408,334-4506,no,yes,29,150,91,25.5,51.61,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False.,2020-01-13
TN,47,415,332-3544,no,yes,30,196.6,93,33.42,67.59,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,False.,2019-10-27
KY,115,510,380-5102,no,no,0,99.7,107,16.95,39.81,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,False.,2020-05-18
PA,69,415,395-6149,no,no,0,143.6,88,24.41,48.11,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3,False.,2019-12-07
CT,163,408,398-8122,no,yes,40,231.9,56,39.42,72.82,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,False.,2020-10-03
CT,90,415,334-4438,no,no,0,37.8,80,6.43,31.34,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3,False.,2019-09-23
MN,98,415,384-7459,no,no,0,72.8,107,12.38,38.95,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,False.,2020-01-18
WY,90,408,368-3931,no,yes,39,94.8,89,16.12,46.7,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,False.,2019-12-10
PA,174,415,353-1352,no,yes,15,221.8,143,37.71,68.94,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,False.,2020-10-12
OR,95,415,348-5725,no,no,0,269,120,45.73,75.63,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True.,2019-07-20
PA,79,415,365-2008,no,no,0,268.3,114,45.61,74.99,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,True.,2020-04-11
OK,123,415,393-3635,no,yes,27,198.7,127,33.78,66.12,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False.,2020-09-12
VT,99,415,380-8727,no,no,0,115.5,75,19.64,52.76,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,True.,2020-08-11
ID,114,415,381-2376,no,no,0,202.1,100,34.36,67.71,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,False.,2020-07-15
PA,141,510,365-8114,no,no,0,215.6,113,36.65,63.97,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,False.,2020-01-07
NM,132,408,415-5008,no,no,0,169.9,107,28.88,59.06,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,False.,2020-06-24
FL,133,510,392-8318,no,no,0,201.7,85,34.29,63.19,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,False.,2020-03-12
TX,133,408,401-4007,no,no,0,221.1,133,37.59,60.76,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,False.,2019-09-20
VT,93,510,338-7709,no,yes,32,218.7,117,37.18,58.17,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,False.,2020-02-02
MA,34,415,374-1981,no,no,0,293.7,89,49.93,84.08,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,True.,2020-02-11
OR,140,415,333-5101,no,no,0,120.3,108,20.45,52.7,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,True.,2020-01-13
DE,96,415,345-3734,no,yes,26,175.8,96,29.89,58.46,206.6,84,17.56,178,105,8.01,11.1,2,3,2,False.,2019-10-30
FL,144,510,384-5004,no,no,0,278.5,95,47.35,76.34,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,True.,2020-06-28
ID,24,408,341-9396,no,yes,29,236.3,105,40.17,64.14,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,False.,2019-06-25
MD,54,415,408-6302,no,no,0,273.8,113,46.55,71.92,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,False.,2019-10-03
WV,50,408,348-7193,no,no,0,131.1,129,22.29,46.75,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,True.,2020-06-19
ID,92,415,417-4063,no,yes,23,167.4,83,28.46,58.7,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,False.,2020-01-16
NV,96,408,375-6911,no,no,0,197.7,68,33.61,65.89,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,False.,2019-09-06
OH,146,415,358-3604,no,no,0,169.5,93,28.82,63.02,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,False.,2020-07-18
ID,138,415,339-7485,yes,yes,17,225.2,116,38.28,62.74,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False.,2019-08-22
SC,102,408,368-3078,no,no,0,174.5,73,29.67,58.02,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,False.,2019-06-11
MO,76,510,418-7055,no,no,0,129.7,84,22.05,49.47,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True.,2019-06-11
NE,99,415,386-9981,no,no,0,200,66,34,56.77,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,False.,2020-02-04
NC,83,510,366-2541,no,yes,36,95.9,87,16.3,52.42,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False.,2020-08-21
ME,36,510,335-3110,no,yes,25,152.8,110,25.98,55.71,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,False.,2020-10-11
MI,70,510,400-7809,no,no,0,129.9,102,22.08,54.09,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,False.,2020-06-06
AZ,109,415,404-3106,yes,no,0,268.4,85,45.63,74.46,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,True.,2020-02-05
AZ,100,415,333-2337,no,no,0,188.5,152,32.05,56.85,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,False.,2019-09-17
HI,104,408,353-6482,no,no,0,170.6,97,29,53.91,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False.,2020-06-08
NJ,106,415,397-8162,no,no,0,191.4,124,32.54,62.16,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False.,2019-09-05
MS,84,510,380-6722,no,no,0,75.3,96,12.8,40.13,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False.,2020-10-21
MA,80,510,329-2918,no,no,0,149.8,123,25.47,62.76,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,False.,2020-03-26
SC,100,510,348-8022,no,no,0,115.9,87,19.7,38.74,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,False.,2020-04-08
MN,99,408,388-4459,no,no,0,128.8,86,21.9,55.76,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False.,2019-09-14
WV,50,510,358-3114,no,no,0,131.7,108,22.39,52.58,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,False.,2019-07-11
MS,105,415,343-9654,no,no,0,101.4,48,17.24,45.71,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,False.,2019-11-10
VA,113,415,401-9909,no,yes,23,149,104,25.33,57.02,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,False.,2020-03-07
MS,111,415,404-9978,no,yes,36,96.8,123,16.46,42.05,170.6,105,14.5,166,85,7.47,13.4,4,3.62,2,False.,2019-07-08
NM,161,408,397-8011,no,no,0,107.5,121,18.28,54.59,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,False.,2020-03-25
TX,70,415,341-8719,no,no,0,232.8,95,39.58,80.35,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,True.,2020-10-21
HI,97,415,408-1242,no,yes,43,121.1,105,20.59,54.96,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,False.,2020-02-07
WA,130,510,406-7726,no,no,0,124.3,70,21.13,55.87,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,False.,2020-10-06
WI,92,415,351-2773,no,no,0,157.7,101,26.81,65.68,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,False.,2020-08-31
CO,119,408,368-6174,no,no,0,124.3,68,21.13,49.81,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0,False.,2019-11-12
NV,115,415,334-5029,no,no,0,286.4,125,48.69,76.64,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,True.,2020-06-02
RI,134,415,413-1789,no,no,0,141.7,95,24.09,53.78,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False.,2019-07-18
VA,127,408,414-1246,no,yes,25,173,91,29.41,65.1,245.8,64,20.89,300,99,13.5,4.8,3,1.3,0,False.,2020-04-03
NJ,80,415,330-4978,no,no,0,268.7,120,45.68,80.36,301,147,25.59,167,140,7.52,5.8,1,1.57,2,True.,2019-06-16
ND,153,415,386-1631,no,yes,31,218.5,130,37.15,56.45,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,False.,2020-10-28
MN,85,415,363-1208,no,no,0,255.3,114,43.4,73.39,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,False.,2020-09-02
HI,79,415,334-5263,no,no,0,41.9,124,7.12,38.85,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1,False.,2020-02-01
ND,35,415,361-4137,no,no,0,260.8,87,44.34,73.76,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,False.,2019-12-19
WI,120,408,374-8187,no,yes,26,239.4,94,40.7,75.54,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,False.,2019-11-13
MN,68,510,370-1525,no,no,0,226.7,94,38.54,64.09,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,False.,2020-07-28
DC,60,408,355-3801,no,no,0,179.3,147,30.48,63.06,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,True.,2020-01-01
KS,120,510,392-5605,no,no,0,158,110,26.86,53.28,197,103,16.75,154.9,132,6.97,10,5,2.7,1,False.,2019-11-10
MT,71,510,363-1366,no,yes,23,175.7,82,29.87,67.77,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,False.,2019-10-30
WV,124,415,358-5274,no,no,0,157.4,107,26.76,51.9,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,False.,2020-07-21
ME,23,510,376-9607,no,no,0,113.1,74,19.23,47.27,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,True.,2020-06-30
WY,225,415,374-1213,no,no,0,182.7,142,31.06,64.2,246.5,63,20.95,218,103,9.81,8.8,2,2.38,1,False.,2019-07-20
NY,181,415,421-8537,yes,no,0,161.3,83,27.42,53.59,124.4,83,10.57,262,98,11.79,14.1,3,3.81,0,True.,2019-12-21
VT,63,415,351-5576,no,no,0,142.5,92,24.23,54.27,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,False.,2019-08-15
NC,54,415,407-7258,yes,no,0,190.5,108,32.39,63.45,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,True.,2020-06-07
MO,80,408,405-4420,yes,yes,15,159.3,110,27.08,51.14,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,False.,2019-07-06
NC,118,408,340-2855,yes,yes,39,153.8,106,26.15,44.41,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,False.,2020-04-22
NJ,42,408,342-8002,yes,no,0,180.7,127,30.72,56.24,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2,False.,2019-09-27
OH,134,408,355-6826,no,no,0,202.7,105,34.46,68.28,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,False.,2020-02-08
TX,66,415,402-3886,no,yes,35,190.8,100,32.44,66.48,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,False.,2019-11-09
WA,66,415,336-5900,no,no,0,205.1,102,34.87,68.83,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,False.,2020-04-17
TN,127,415,339-7684,no,yes,28,235.6,124,40.05,73.11,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,False.,2019-08-07
HI,146,510,390-2433,no,no,0,189.3,77,32.18,55.8,155.9,128,13.25,186,83,8.37,7.4,3,2,0,False.,2020-04-10
WY,93,408,360-7246,no,yes,42,166.9,101,28.37,62.39,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1,False.,2020-03-13
CT,77,415,335-6508,no,no,0,245.2,87,41.68,76.08,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,True.,2020-04-01
NM,111,415,348-6720,no,no,0,132.6,125,22.54,50.52,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,True.,2020-05-01
NJ,125,415,406-6400,no,no,0,182.3,64,30.99,53.72,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False.,2019-09-08
AL,115,510,390-7370,no,yes,14,192.3,86,32.69,53.39,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,False.,2019-10-02
MN,115,510,390-5055,yes,no,0,122,110,20.74,50.47,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,True.,2020-07-03
NC,114,408,405-7542,no,no,0,193,101,32.81,62.65,250,81,21.25,133.3,79,6,9.6,2,2.59,2,False.,2020-08-17
OH,106,415,364-4927,no,no,0,158.6,112,26.96,59.5,220,114,18.7,252.9,106,11.38,9.1,3,2.46,0,False.,2019-12-12
ND,118,415,329-3458,no,yes,39,91.5,125,15.56,47.99,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2,False.,2020-10-03
CO,59,510,331-3842,no,no,0,153.6,92,26.11,52.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,False.,2020-09-29
ND,87,415,343-4147,yes,yes,40,221.6,79,37.67,64.14,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,False.,2020-10-21
NY,21,415,335-2274,no,no,0,244.7,81,41.6,70.33,168,117,14.28,281.5,87,12.67,6.6,1,1.78,1,False.,2020-06-18
WI,142,408,343-3227,no,yes,24,239.8,103,40.77,79.19,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,False.,2020-04-24
WY,62,415,336-6907,no,no,0,172.4,132,29.31,62.14,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,False.,2020-06-24
OR,149,415,331-1391,no,no,0,242.5,83,41.23,74.67,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,True.,2019-10-19
CO,54,510,360-1643,no,yes,39,117.6,82,19.99,47.21,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,False.,2020-08-27
LA,112,510,410-2518,no,no,0,174.5,127,29.67,62.43,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False.,2020-03-17
AL,68,510,344-4970,no,no,0,157.3,83,26.74,58.61,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,False.,2020-01-16
TX,201,415,408-1486,no,yes,21,192,97,32.64,62.26,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False.,2020-09-16
PA,88,510,396-1648,no,no,0,218.2,76,37.09,59.99,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1,False.,2019-12-13
IL,85,415,391-2022,no,yes,29,144.6,97,24.58,46.86,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1,False.,2020-11-05
DE,51,415,420-6465,yes,no,0,153.6,108,26.11,59.36,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,True.,2020-05-01
MO,45,510,398-2628,no,yes,29,135.8,104,23.09,54.73,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,False.,2020-10-31
AR,116,510,409-5519,no,no,0,160.7,69,27.32,54.96,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False.,2020-01-08
OH,146,408,391-8554,no,yes,31,202.5,91,34.43,64.69,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,False.,2019-09-07
WI,63,510,395-1693,no,yes,34,152.2,119,25.87,57.3,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,False.,2020-08-04
GA,133,510,393-3194,no,no,0,227.4,90,38.66,51.29,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False.,2020-01-28
KY,125,408,328-3402,no,no,0,191.6,115,32.57,61.99,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False.,2020-01-09
OH,72,510,411-4781,no,no,0,138.9,111,23.61,52.6,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,False.,2019-10-04
TN,130,408,401-2581,no,no,0,127,102,21.59,51.26,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,False.,2019-11-22
SD,97,415,385-1214,no,no,0,168.6,87,28.66,65.25,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,False.,2020-09-13
NY,54,415,348-6853,no,no,0,286.6,73,48.72,79.97,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,True.,2019-10-29
GA,160,415,341-8412,no,yes,29,164.6,121,27.98,59.99,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,False.,2019-08-18
TX,79,415,330-8142,no,no,0,144,90,24.48,49.09,135.8,91,11.54,212.4,129,9.56,13,4,3.51,1,False.,2019-08-19
WV,92,415,361-1404,no,yes,47,141.6,95,24.07,53.65,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,False.,2019-10-19
MI,59,415,375-9671,no,no,0,204.3,65,34.73,68.65,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1,False.,2019-10-22
ND,132,510,372-1824,no,no,0,163.2,80,27.74,47.6,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,False.,2020-06-04
NE,21,510,408-3606,no,no,0,225,110,38.25,71.85,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False.,2019-08-24
